AITFC,9044737,-6.679222,108.734247,27870,0,1,313.5,438.6,CTV775,A320,PK-GLI,YIA,CGK,1702348183
AITFC,9046067,-6.243713,107.496379,26020,1408,1,113.2,434.1,BTK6050,B738,PK-LDP,CGK,DPS,1702348184
AITFC,9045280,-6.591704,107.95578,23913,768,1,100.0,436.7,BTK7513,A320,PK-LAY,HLP,SUB,1702348185
AITFC,9045160,-6.709714,108.610366,26870,0,1,102.5,449.6,CTV762,A320,PK-GQE,CGK,SOC,1702348186
AITFC,9044448,-6.00119,106.925882,17145,2048,1,113.0,362.9,GIA608,B738,PK-GMF,CGK,PLW,1702348187
AITFC,9045559,-6.552367,107.308344,17063,1216,1,100.1,394.1,BTK7309,A320,PK-LUS,HLP,DPS,1702348188
AITFC,9044737,-6.669958,108.724492,27845,0,1,313.5,437.1,CTV775,A320,PK-GLI,YIA,CGK,1702348189
AITFC,9046067,-6.248154,107.50676,26120,1280,1,113.3,435.4,BTK6050,B738,PK-LDP,CGK,DPS,1702348190
AITFC,9045280,-6.593994,107.968931,23988,832,1,100.1,438.8,BTK7513,A320,PK-LAY,HLP,SUB,1702348191
AITFC,9045160,-6.712234,108.62178,26870,0,1,102.6,448.8,CTV762,A320,PK-GQE,CGK,SOC,1702348192
AITFC,9044448,-6.005402,106.935844,17345,2048,1,113.0,363.9,GIA608,B738,PK-GMF,CGK,PLW,1702348193
AITFC,9045559,-6.55426,107.318922,17188,1408,1,100.0,396.1,BTK7309,A320,PK-LUS,HLP,DPS,1702348194
AITFC,9044737,-6.661469,108.715536,27845,0,1,313.6,436.4,CTV775,A320,PK-GLI,YIA,CGK,1702348195
AITFC,9046067,-6.253601,107.519423,26270,1344,1,113.3,437.6,BTK6050,B738,PK-LDP,CGK,DPS,1702348196
AITFC,9045280,-6.596191,107.981174,24088,1088,1,100.1,439.8,BTK7513,A320,PK-LAY,HLP,SUB,1702348197
AITFC,9045160,-6.71489,108.633604,26870,64,1,102.7,449.0,CTV762,A320,PK-GQE,CGK,SOC,1702348198
AITFC,9044448,-6.009109,106.944596,17545,2112,1,112.8,365.7,GIA608,B738,PK-GMF,CGK,PLW,1702348199
AITFC,9045559,-6.556417,107.330838,17363,1920,1,100.1,398.2,BTK7309,A320,PK-LUS,HLP,DPS,1702348200
AITFC,9044737,-6.653246,108.706876,27870,0,1,313.6,435.0,CTV775,A320,PK-GLI,YIA,CGK,1702348201
AITFC,9046067,-6.258576,107.531007,26395,1472,1,113.2,438.6,BTK6050,B738,PK-LDP,CGK,DPS,1702348202
AITFC,9045280,-6.598389,107.993697,24213,1088,1,99.9,440.6,BTK7513,A320,PK-LAY,HLP,SUB,1702348203
AITFC,9045160,-6.718,108.647445,26870,64,1,102.7,449.0,CTV762,A320,PK-GQE,CGK,SOC,1702348205
